HOSPITAL_ID,PAYOR1,APRDRG,SEVERITY,PATS,PWC,TD,TC,XC,XD
8,4,351,3,1,1,4,16917,16917,4
8,4,383,1,1,1,2,5363,5363,2
8,4,383,2,4,4,10,47109,11777.25,2.5
8,4,385,2,1,1,3,15533,15533,3
8,4,420,2,4,4,6,47224,11806,1.5
8,4,425,2,2,2,7,38841,19420.5,3.5
8,4,425,3,1,1,1,11366,11366,1
8,4,426,1,2,2,6,22451,11225.5,3
8,4,426,2,2,2,10,34594,17297,5
8,4,426,4,1,1,3,10876,10876,3
8,4,463,2,4,4,20,85880,21470,5
8,4,463,3,1,1,2,13565,13565,2
8,4,468,1,1,1,1,2609,2609,1
8,4,469,1,1,1,4,10829,10829,4
8,4,469,2,1,1,4,19401,19401,4
8,4,469,3,3,3,9,33582,11194,3
8,4,513,1,6,6,10,133087,22181.1667,1.67
8,4,513,2,1,1,4,31193,31193,4
8,4,519,1,4,4,6,89229,22307.25,1.5
8,4,539,1,9,9,17,153546,17060.6667,1.89
8,4,539,2,2,2,3,40290,20145,1.5
8,4,540,1,94,94,226,1680135,17873.7766,2.4
8,4,540,2,26,26,72,539375,20745.1923,2.77
8,4,540,3,3,3,6,71893,23964.3333,2
8,4,541,1,2,2,5,40337,20168.5,2.5
8,4,541,2,1,1,3,15368,15368,3
8,4,541,3,1,1,2,16999,16999,2
8,4,542,1,3,3,5,31895,10631.6667,1.67
8,4,542,2,4,4,10,49309,12327.25,2.5
8,4,560,1,136,136,218,1339541,9849.5662,1.6
8,4,560,2,29,29,58,345966,11929.8621,2
8,4,560,3,1,1,2,10759,10759,2
8,4,561,1,1,1,2,4198,4198,2
8,4,581,1,4,4,6,25389,6347.25,1.5
8,4,581,2,3,3,5,22236,7412,1.67
8,4,603,1,2,2,9,23899,11949.5,4.5
8,4,622,1,1,1,2,10014,10014,2
8,4,625,1,1,1,3,5954,5954,3
8,4,625,2,1,1,3,10807,10807,3
8,4,626,1,35,35,73,130585,3731,2.09
8,4,626,2,4,4,9,21565,5391.25,2.25
8,4,626,3,3,3,8,30708,10236,2.67
8,4,633,1,2,2,4,7962,3981,2
8,4,634,1,1,1,2,15984,15984,2
8,4,640,1,177,177,305,602053,3401.4294,1.72
8,4,640,2,17,17,33,67161,3950.6471,1.94
8,4,640,3,7,7,20,82927,11846.7143,2.86
8,4,662,1,1,1,1,5342,5342,1
8,4,663,1,1,1,1,14923,14923,1
8,4,710,3,1,1,5,39990,39990,5
8,4,720,2,1,1,2,8034,8034,2
8,4,720,3,5,5,20,158886,31777.2,4
8,4,720,4,3,3,8,60562,20187.3333,2.67
8,4,721,2,1,1,3,17391,17391,3
8,4,724,1,1,1,2,17747,17747,2
8,4,775,1,1,1,2,13029,13029,2
8,4,793,1,1,1,4,20047,20047,4
8,4,861,3,1,1,4,17541,17541,4
8,4,956,0,10,8,13,25834,3229.25,1.3
8,5,133,2,1,1,2,32579,32579,2
8,5,140,1,1,1,1,8838,8838,1
8,5,201,1,1,1,1,13254,13254,1
8,5,201,2,1,1,6,21867,21867,6
8,5,203,2,1,1,3,15654,15654,3
8,5,234,2,1,1,4,34160,34160,4
8,5,244,1,1,1,3,13554,13554,3
8,5,247,1,1,1,2,13089,13089,2
8,5,254,2,1,1,1,14829,14829,1
8,5,282,1,2,2,8,28376,14188,4
8,5,282,2,1,1,7,22223,22223,7
8,5,420,2,1,1,1,14232,14232,1
8,5,469,1,1,1,4,18374,18374,4
8,5,540,1,6,6,15,117685,19614.1667,2.5
8,5,560,1,7,7,8,56661,8094.4286,1.14
8,5,560,2,1,1,2,10204,10204,2
8,5,626,1,6,6,8,20675,3445.8333,1.33
8,5,626,2,1,1,1,3659,3659,1
8,5,640,1,27,27,54,96681,3580.7778,2
8,5,640,2,1,1,2,4440,4440,2
8,5,640,3,1,1,1,9236,9236,1
8,5,661,2,1,1,5,17179,17179,5
8,5,720,2,2,2,10,50357,25178.5,5
8,5,751,2,1,1,1,8644,8644,1
8,5,861,2,1,1,2,11029,11029,2
8,5,956,0,6,2,17,19287,9643.5,2.83
8,6,640,2,1,1,1,3427,3427,1
9,1,45,2,1,1,5,19159,19159,5
9,1,113,3,1,1,3,7752,7752,3
9,1,133,3,1,1,4,11095,11095,4
9,1,133,4,1,1,6,21954,21954,6
9,1,134,2,2,2,12,35844,17922,6
9,1,135,1,1,1,6,13848,13848,6
9,1,136,2,1,1,5,13243,13243,5
9,1,137,1,1,1,5,19863,19863,5
9,1,137,4,1,1,6,23982,23982,6
9,1,139,1,1,1,4,5794,5794,4
9,1,139,2,19,19,84,257289,13541.5263,4.42
9,1,139,3,13,13,76,257621,19817,5.85
9,1,139,4,2,2,3,12078,6039,1.5
9,1,140,1,2,2,7,17729,8864.5,3.5
9,1,140,2,7,7,30,105724,15103.4286,4.29
9,1,140,3,7,7,39,117724,16817.7143,5.57
9,1,142,2,1,1,3,11083,11083,3
9,1,145,2,1,1,4,18438,18438,4
9,1,190,3,1,1,4,18893,18893,4
9,1,194,1,2,2,7,26364,13182,3.5
9,1,194,2,5,5,26,70482,14096.4,5.2
9,1,194,3,6,6,38,119355,19892.5,6.33
9,1,194,4,1,1,4,18814,18814,4
9,1,197,2,1,1,10,15240,15240,10
9,1,201,1,1,1,3,10024,10024,3
9,1,201,2,1,1,6,23862,23862,6
9,1,201,3,2,2,11,31134,15567,5.5
9,1,201,4,1,1,5,17026,17026,5
9,1,231,1,1,1,4,48542,48542,4
9,1,231,2,3,3,14,159112,53037.3333,4.67
9,1,240,3,1,1,4,22421,22421,4
9,1,244,2,1,1,8,36408,36408,8
9,1,247,1,1,1,6,16730,16730,6
9,1,247,3,1,1,5,17202,17202,5
9,1,248,2,3,3,15,44966,14988.6667,5
9,1,248,3,1,1,5,11470,11470,5
9,1,249,2,1,1,9,21536,21536,9
9,1,253,3,2,2,8,35712,17856,4
9,1,254,2,1,1,6,13124,13124,6
9,1,263,3,1,1,2,44511,44511,2
9,1,282,1,5,5,20,70700,14140,4
9,1,282,2,1,1,6,15767,15767,6
9,1,282,3,1,1,1,9137,9137,1
9,1,284,2,2,2,3,27524,13762,1.5
9,1,314,3,1,1,5,29017,29017,5
9,1,340,3,1,1,5,17420,17420,5
9,1,341,2,1,1,3,12474,12474,3
9,1,351,2,1,1,3,11282,11282,3
9,1,383,2,7,7,38,91237,13033.8571,5.43
9,1,420,1,1,1,8,20667,20667,8
9,1,420,3,1,1,3,12543,12543,3
9,1,426,2,1,1,3,11961,11961,3
9,1,426,3,1,1,5,12972,12972,5
9,1,443,2,1,1,6,33395,33395,6
9,1,446,2,1,1,3,27514,27514,3
9,1,463,1,2,2,5,25003,12501.5,2.5
9,1,463,2,8,8,39,138531,17316.375,4.88
9,1,463,3,4,4,28,100856,25214,7
9,1,466,2,1,1,3,11825,11825,3
9,1,466,3,1,1,6,12882,12882,6
9,1,469,2,3,3,13,46662,15554,4.33
9,1,469,4,1,1,1,6206,6206,1
9,1,470,3,1,1,3,11004,11004,3
9,1,480,1,1,1,3,36148,36148,3
9,1,540,2,2,2,7,48460,24230,3.5
9,1,540,3,1,1,3,31430,31430,3
9,1,560,2,1,1,3,2274,2274,3
9,1,720,2,2,2,7,23771,11885.5,3.5
9,1,720,3,5,5,25,79067,15813.4,5
9,1,720,4,2,2,24,69719,34859.5,12
9,1,724,3,1,1,5,17767,17767,5
9,1,810,2,1,1,2,3580,3580,2
9,1,861,4,1,1,7,22779,22779,7
9,1,956,0,4,4,7,68301,17075.25,1.75
9,2,45,4,1,1,1,9069,9069,1
9,2,115,1,1,1,1,1831,1831,1
9,2,137,2,1,1,2,7247,7247,2
9,2,137,3,1,1,1,5502,5502,1
9,2,138,2,1,1,4,7708,7708,4
9,2,139,1,1,1,2,9783,9783,2
9,2,139,2,5,5,20,85886,17177.2,4
9,2,139,3,2,2,12,33329,16664.5,6
9,2,140,1,1,1,1,1240,1240,1
9,2,140,2,6,6,21,75191,12531.8333,3.5
9,2,140,3,1,1,6,22460,22460,6
9,2,141,1,1,1,1,6108,6108,1
9,2,201,2,1,1,7,17200,17200,7
9,2,231,1,1,1,5,56874,56874,5
9,2,244,1,1,1,3,13620,13620,3
9,2,263,1,1,1,7,51676,51676,7
9,2,282,2,1,1,3,10135,10135,3
9,2,383,1,1,1,3,7595,7595,3
9,2,383,2,2,2,5,19577,9788.5,2.5
9,2,420,2,2,2,8,27968,13984,4
9,2,463,2,4,4,18,69413,17353.25,4.5
9,2,469,2,1,1,4,9719,9719,4
9,2,483,2,1,1,9,71493,71493,9
9,2,539,3,1,1,5,61777,61777,5
9,2,540,1,25,25,56,657101,26284.04,2.24
9,2,540,2,14,14,38,371290,26520.7143,2.71
9,2,540,3,3,3,12,71609,23869.6667,4
9,2,540,4,1,1,4,34681,34681,4
9,2,541,2,2,2,5,18157,9078.5,2.5
9,2,560,1,84,84,166,177718,2115.6905,1.98
9,2,560,2,65,65,139,174605,2686.2308,2.14
9,2,560,3,7,7,20,24329,3475.5714,2.86
9,2,565,1,1,1,1,961,961,1
9,2,566,1,3,3,5,11163,3721,1.67
9,2,566,2,4,4,10,39228,9807,2.5
9,2,581,1,8,8,9,22365,2795.625,1.13
9,2,581,2,4,4,10,14832,3708,2.5
9,2,621,2,1,1,4,1743,1743,4
9,2,626,2,2,2,3,4053,2026.5,1.5
9,2,626,3,2,2,5,4467,2233.5,2.5
9,2,633,1,1,1,2,1518,1518,2
9,2,634,1,1,1,7,10639,10639,7
9,2,639,1,2,2,6,3745,1872.5,3
9,2,639,2,2,2,18,13906,6953,9
9,2,640,1,135,135,258,221090,1637.7037,1.91
9,2,640,2,37,37,98,66973,1810.0811,2.65
9,2,640,3,5,5,14,15180,3036,2.8
9,2,720,1,1,1,2,10184,10184,2
9,2,955,0,1,1,2,905,905,2
9,2,956,0,3,3,5,15539,5179.6667,1.67
9,3,560,3,1,1,2,2296,2296,2
9,3,640,2,1,1,2,1522,1522,2
9,4,113,2,1,1,4,7860,7860,4
9,4,115,2,1,1,5,16419,16419,5
9,4,137,3,1,1,3,8766,8766,3
9,4,139,1,3,3,11,39385,13128.3333,3.67
9,4,139,2,1,1,4,12804,12804,4
9,4,139,3,3,3,10,52195,17398.3333,3.33
9,4,140,2,2,2,5,27930,13965,2.5
9,4,140,3,1,1,6,14976,14976,6
9,4,194,2,2,2,8,26355,13177.5,4
9,4,234,1,2,2,4,61492,30746,2
9,4,244,1,1,1,2,10600,10600,2
9,4,245,2,1,1,2,15649,15649,2
9,4,245,3,1,1,9,33847,33847,9
9,4,247,2,1,1,1,10077,10077,1
9,4,248,2,1,1,5,14133,14133,5
9,4,248,3,1,1,8,21606,21606,8
9,4,251,2,1,1,3,16824,16824,3
9,4,252,1,1,1,2,8095,8095,2
9,4,253,2,1,1,2,23853,23853,2
9,4,279,2,1,1,2,6607,6607,2
9,4,282,1,2,2,5,22026,11013,2.5
9,4,282,2,2,2,11,26361,13180.5,5.5
9,4,282,3,1,1,9,38134,38134,9
9,4,383,1,1,1,7,18792,18792,7
9,4,383,2,4,4,20,55234,13808.5,5
9,4,383,3,1,1,5,15114,15114,5
9,4,420,2,1,1,2,8029,8029,2
9,4,422,2,1,1,9,27919,27919,9
9,4,463,2,2,2,11,26651,13325.5,5.5
9,4,468,2,1,1,8,18966,18966,8
9,4,469,2,2,2,5,15766,7883,2.5
9,4,540,1,13,13,39,352707,27131.3077,3
9,4,540,2,5,5,16,125687,25137.4,3.2
9,4,541,1,1,1,4,4902,4902,4
9,4,542,2,2,2,4,4009,2004.5,2
9,4,560,1,30,30,66,59830,1994.3333,2.2
9,4,560,2,21,21,46,67725,3225,2.19
9,4,560,3,3,3,10,17099,5699.6667,3.33
9,4,566,1,1,1,2,2914,2914,2
9,4,581,2,2,2,4,4081,2040.5,2
9,4,581,3,1,1,1,4349,4349,1
9,4,633,1,1,1,2,2384,2384,2
9,4,640,1,46,46,84,75642,1644.3913,1.83
9,4,640,2,5,5,14,11498,2299.6,2.8
9,4,663,4,1,1,3,16006,16006,3
9,4,720,2,2,2,6,19356,9678,3
9,4,720,4,1,1,6,25388,25388,6
9,4,955,0,1,1,1,1557,1557,1
9,5,139,2,2,2,7,27146,13573,3.5
9,5,282,1,2,2,5,22473,11236.5,2.5
9,5,364,2,1,1,12,32361,32361,12
9,5,383,2,1,1,2,22232,22232,2
9,5,501,2,1,1,3,8050,8050,3
9,5,540,1,1,1,2,24210,24210,2
9,5,560,1,2,2,4,5293,2646.5,2
9,5,560,3,1,1,3,2178,2178,3
9,5,581,1,1,1,1,2720,2720,1
9,5,639,1,1,1,5,2584,2584,5
9,5,640,1,21,21,31,34432,1639.619,1.48
9,5,640,2,7,7,13,11572,1653.1429,1.86
9,5,640,3,1,1,5,1987,1987,5
9,5,720,2,1,1,3,14153,14153,3
11,1,4,4,2,2,60,1102439,551219.5,30
11,1,5,4,1,1,19,315898,315898,19
11,1,20,1,2,2,7,187650,93825,3.5
11,1,20,2,2,2,12,249759,124879.5,6
11,1,20,3,3,3,23,363088,121029.3333,7.67
11,1,20,4,3,3,28,691095,230365,9.33
11,1,21,1,2,2,3,135828,67914,1.5
11,1,21,2,1,1,2,89925,89925,2
11,1,21,3,2,2,26,311622,155811,13
11,1,21,4,5,5,55,905381,181076.2,11
11,1,22,2,1,1,3,91710,91710,3
11,1,23,1,1,1,3,45880,45880,3
11,1,23,2,2,2,6,130798,65399,3
11,1,23,3,4,4,23,542319,135579.75,5.75
11,1,23,4,1,1,13,201533,201533,13
11,1,24,1,13,13,14,652554,50196.4615,1.08
11,1,24,2,11,11,16,587678,53425.2727,1.45
11,1,24,3,6,6,16,461045,76840.8333,2.67
11,1,24,4,3,3,30,402927,134309,10
11,1,26,3,3,3,19,242826,80942,6.33
11,1,40,1,1,1,7,57661,57661,7
11,1,40,2,2,2,9,47985,23992.5,4.5
11,1,41,2,9,9,28,419385,46598.3333,3.11
11,1,41,3,9,9,44,473016,52557.3333,4.89
11,1,41,4,5,5,29,218133,43626.6,5.8
11,1,42,1,3,3,13,68159,22719.6667,4.33
11,1,42,2,5,5,35,211079,42215.8,7
11,1,42,3,16,16,109,864616,54038.5,6.81
11,1,42,4,1,1,8,211797,211797,8
11,1,43,1,3,3,8,75300,25100,2.67
11,1,43,2,2,2,17,105641,52820.5,8.5
11,1,43,3,2,2,7,60203,30101.5,3.5
11,1,44,1,7,7,20,231972,33138.8571,2.86
11,1,44,2,2,2,7,139865,69932.5,3.5
11,1,44,3,7,7,51,475845,67977.8571,7.29
11,1,44,4,10,10,45,645173,64517.3,4.5
11,1,45,1,19,19,34,446823,23517,1.79
11,1,45,2,76,76,220,2477941,32604.4868,2.89
11,1,45,3,49,49,224,2216298,45230.5714,4.57
11,1,45,4,16,16,120,1178010,73625.625,7.5
11,1,46,2,1,1,3,35251,35251,3
11,1,47,1,1,1,2,23654,23654,2
11,1,47,2,6,6,18,176524,29420.6667,3
11,1,47,3,4,4,10,109106,27276.5,2.5
11,1,48,1,1,1,8,87091,87091,8
11,1,48,2,3,3,12,88329,29443,4
11,1,48,3,3,3,16,113774,37924.6667,5.33
11,1,48,4,1,1,4,50931,50931,4
11,1,49,2,3,3,18,247165,82388.3333,6
11,1,50,1,1,1,2,18551,18551,2
11,1,50,3,1,1,6,37760,37760,6
11,1,50,4,1,1,6,83286,83286,6
11,1,52,2,6,6,16,134919,22486.5,2.67
11,1,52,3,37,37,216,1617983,43729.2703,5.84
11,1,52,4,8,8,49,465013,58126.625,6.13
11,1,53,1,2,2,6,65536,32768,3
11,1,53,2,7,7,30,305984,43712,4.29
11,1,53,3,11,11,46,557713,50701.1818,4.18
11,1,53,4,4,4,34,574994,143748.5,8.5
11,1,54,1,3,3,14,108734,36244.6667,4.67
11,1,54,2,4,4,11,153809,38452.25,2.75
11,1,55,1,4,4,5,94102,23525.5,1.25
11,1,55,2,16,16,45,494660,30916.25,2.81
11,1,55,3,12,12,58,451387,37615.5833,4.83
11,1,55,4,1,1,9,157123,157123,9
11,1,57,2,1,1,6,40116,40116,6
11,1,57,3,2,2,11,127376,63688,5.5
11,1,58,1,3,3,10,81851,27283.6667,3.33
11,1,58,2,6,6,26,179107,29851.1667,4.33
11,1,58,3,5,5,25,222812,44562.4,5
11,1,58,4,1,1,9,67243,67243,9
11,1,59,4,4,4,26,257183,64295.75,6.5
11,1,82,2,1,1,3,22282,22282,3
11,1,89,4,1,1,15,116386,116386,15
11,1,92,2,1,1,6,68678,68678,6
11,1,98,1,1,1,1,67446,67446,1
11,1,98,2,2,2,6,71128,35564,3
11,1,98,3,3,3,26,236070,78690,8.67
11,1,111,1,2,2,8,57591,28795.5,4
11,1,113,2,4,4,21,157687,39421.75,5.25
11,1,113,3,8,8,26,319623,39952.875,3.25
11,1,113,4,5,5,25,258877,51775.4,5
11,1,115,1,1,1,1,23672,23672,1
11,1,115,2,1,1,3,33938,33938,3
11,1,115,3,2,2,13,99297,49648.5,6.5
11,1,120,1,1,1,3,114005,114005,3
11,1,120,2,2,2,12,252414,126207,6
11,1,120,3,1,1,12,129993,129993,12
11,1,121,1,3,3,12,361433,120477.6667,4
11,1,121,2,7,7,36,783672,111953.1429,5.14
11,1,121,3,6,6,77,971270,161878.3333,12.83
11,1,121,4,5,5,122,1457122,291424.4,24.4
11,1,130,2,1,1,9,122827,122827,9
11,1,130,3,2,2,31,330252,165126,15.5
11,1,130,4,1,1,11,184710,184710,11
11,1,131,4,1,1,11,84963,84963,11
11,1,133,2,31,31,134,1113838,35930.2581,4.32
11,1,133,3,28,28,145,1228385,43870.8929,5.18
11,1,133,4,27,27,142,1546312,57270.8148,5.26
11,1,134,1,3,3,17,107071,35690.3333,5.67
11,1,134,2,7,7,28,249871,35695.8571,4
11,1,134,3,14,14,57,521212,37229.4286,4.07
11,1,134,4,8,8,52,400061,50007.625,6.5
11,1,135,1,6,6,18,151181,25196.8333,3
11,1,135,2,8,8,32,244552,30569,4
11,1,135,3,18,18,87,798853,44380.7222,4.83
11,1,135,4,3,3,16,233133,77711,5.33
11,1,136,2,5,5,20,197264,39452.8,4
11,1,136,3,16,16,92,1029212,64325.75,5.75
11,1,136,4,8,8,54,444229,55528.625,6.75
11,1,137,1,1,1,2,14487,14487,2
11,1,137,2,8,8,50,380146,47518.25,6.25
11,1,137,3,14,14,82,633823,45273.0714,5.86
11,1,137,4,21,21,139,1177938,56092.2857,6.62
11,1,138,3,1,1,4,40395,40395,4
11,1,139,1,6,6,32,171427,28571.1667,5.33
11,1,139,2,34,34,118,1053916,30997.5294,3.47
11,1,139,3,110,110,480,3968448,36076.8,4.36
11,1,139,4,72,72,466,3722571,51702.375,6.47
11,1,140,1,2,2,5,36416,18208,2.5
11,1,140,2,14,14,44,372707,26621.9286,3.14
11,1,140,3,77,77,320,2554261,33172.2208,4.16
11,1,140,4,45,45,216,1704861,37885.8,4.8
11,1,141,2,2,2,9,59785,29892.5,4.5
11,1,141,3,4,4,13,113407,28351.75,3.25
11,1,142,3,6,6,40,251968,41994.6667,6.67
11,1,142,4,4,4,27,195999,48999.75,6.75
11,1,143,1,3,3,7,172717,57572.3333,2.33
11,1,143,2,4,4,11,167337,41834.25,2.75
11,1,143,3,8,8,52,490630,61328.75,6.5
11,1,143,4,6,6,55,396075,66012.5,9.17
11,1,144,2,1,1,3,58096,58096,3
11,1,144,4,2,2,9,115937,57968.5,4.5
11,1,145,2,6,6,15,131185,21864.1667,2.5
11,1,145,3,5,5,17,145078,29015.6,3.4
11,1,161,2,6,6,27,1456572,242762,4.5
11,1,161,3,1,1,13,291288,291288,13
11,1,161,4,2,2,21,725488,362744,10.5
11,1,163,1,1,1,5,172865,172865,5
11,1,163,2,9,9,54,1710052,190005.7778,6
11,1,163,3,3,3,30,830564,276854.6667,10
11,1,163,4,1,1,24,329154,329154,24
11,1,165,2,4,4,43,1090642,272660.5,10.75
11,1,165,3,2,2,23,404300,202150,11.5
11,1,165,4,1,1,12,261583,261583,12
11,1,166,1,6,6,25,823467,137244.5,4.17
11,1,166,2,14,14,80,2306744,164767.4286,5.71
11,1,166,3,11,11,87,2134378,194034.3636,7.91
11,1,166,4,1,1,15,281676,281676,15
11,1,167,2,1,1,2,78051,78051,2
11,1,167,3,2,2,20,495570,247785,10
11,1,169,1,2,2,12,409152,204576,6
11,1,169,2,2,2,11,305608,152804,5.5
11,1,169,3,1,1,11,172407,172407,11
11,1,169,4,1,1,3,117473,117473,3
11,1,171,1,10,10,20,1027097,102709.7,2
11,1,171,2,18,18,51,1688046,93780.3333,2.83
11,1,171,3,7,7,39,713153,101879,5.57
11,1,171,4,6,6,44,975413,162568.8333,7.33
11,1,174,1,40,40,91,4142394,103559.85,2.28
11,1,174,2,55,55,125,5949004,108163.7091,2.27
11,1,174,3,15,15,58,1921836,128122.4,3.87
11,1,174,4,10,10,54,1922079,192207.9,5.4
11,1,175,1,18,18,23,2122304,117905.7778,1.28
11,1,175,2,23,23,33,2697567,117285.5217,1.43
11,1,175,3,15,15,70,2344645,156309.6667,4.67
11,1,175,4,4,4,25,450664,112666,6.25
11,1,176,2,2,2,4,208833,104416.5,2
11,1,176,3,1,1,8,164709,164709,8
11,1,177,3,1,1,10,162743,162743,10
11,1,179,1,1,1,2,93492,93492,2
11,1,179,2,5,5,24,1056204,211240.8,4.8
11,1,179,3,4,4,26,778587,194646.75,6.5
11,1,179,4,1,1,11,337878,337878,11
11,1,180,2,2,2,13,211294,105647,6.5
11,1,180,3,5,5,37,381513,76302.6,7.4
11,1,180,4,2,2,26,425546,212773,13
11,1,181,1,4,4,11,427703,106925.75,2.75
11,1,181,2,23,23,76,3417754,148598,3.3
11,1,181,3,9,9,47,1145889,127321,5.22
11,1,181,4,2,2,50,714577,357288.5,25
11,1,182,1,9,9,9,1457232,161914.6667,1
11,1,182,2,5,5,10,780872,156174.4,2
11,1,182,3,4,4,23,467232,116808,5.75
11,1,182,4,1,1,29,573677,573677,29
11,1,190,1,12,12,25,562390,46865.8333,2.08
11,1,190,2,18,18,51,739687,41093.7222,2.83
11,1,190,3,22,22,110,1319478,59976.2727,5
11,1,190,4,16,16,82,1482102,92631.375,5.13
11,1,191,1,3,3,4,97716,32572,1.33
11,1,191,2,2,2,3,96227,48113.5,1.5
11,1,191,3,2,2,8,152829,76414.5,4
11,1,192,1,8,8,19,437918,54739.75,2.38
11,1,192,2,16,16,50,903091,56443.1875,3.13
11,1,192,3,11,11,48,702095,63826.8182,4.36
11,1,192,4,8,8,43,624840,78105,5.38
11,1,193,3,1,1,4,69176,69176,4
11,1,194,1,14,14,49,332078,23719.8571,3.5
11,1,194,2,63,63,226,1861417,29546.3016,3.59
11,1,194,3,209,209,986,7191206,34407.6842,4.72
11,1,194,4,120,120,688,5728736,47739.4667,5.73
11,1,196,3,2,2,2,35520,17760,1
11,1,196,4,10,10,43,856949,85694.9,4.3
11,1,197,1,1,1,7,42418,42418,7
11,1,197,2,7,7,35,271243,38749,5
11,1,197,3,9,9,41,391070,43452.2222,4.56
11,1,197,4,2,2,7,109748,54874,3.5
11,1,198,1,2,2,4,64677,32338.5,2
11,1,198,2,7,7,13,149600,21371.4286,1.86
11,1,198,3,8,8,28,299744,37468,3.5
11,1,198,4,2,2,9,91988,45994,4.5
11,1,199,1,4,4,7,98095,24523.75,1.75
11,1,199,2,12,12,28,327585,27298.75,2.33
11,1,199,3,18,18,62,590246,32791.4444,3.44
11,1,199,4,5,5,23,193480,38696,4.6
11,1,200,2,1,1,2,17918,17918,2
11,1,200,4,2,2,18,134826,67413,9
11,1,201,1,9,9,12,224891,24987.8889,1.33
11,1,201,2,50,50,120,1276626,25532.52,2.4
11,1,201,3,44,44,156,1449056,32933.0909,3.55
11,1,201,4,16,16,69,663584,41474,4.31
11,1,203,2,5,5,9,131679,26335.8,1.8
11,1,203,3,2,2,16,118759,59379.5,8
11,1,204,1,4,4,15,117154,29288.5,3.75
11,1,204,2,3,3,11,80280,26760,3.67
11,1,204,3,7,7,44,336102,48014.5714,6.29
11,1,204,4,1,1,2,6409,6409,2
11,1,205,1,1,1,2,30627,30627,2
11,1,206,2,1,1,1,22389,22389,1
11,1,206,3,3,3,17,155241,51747,5.67
11,1,206,4,4,4,25,241518,60379.5,6.25
11,1,207,1,4,4,9,85885,21471.25,2.25
11,1,207,2,7,7,21,210453,30064.7143,3
11,1,207,3,6,6,22,195513,32585.5,3.67
11,1,207,4,9,9,44,464960,51662.2222,4.89
11,1,220,2,4,4,38,466189,116547.25,9.5
11,1,220,3,2,2,32,430126,215063,16
11,1,220,4,2,2,18,296910,148455,9
11,1,222,3,1,1,11,121750,121750,11
11,1,223,2,1,1,11,83432,83432,11
11,1,223,4,3,3,54,633807,211269,18
11,1,224,1,2,2,12,131816,65908,6
11,1,224,2,4,4,31,351192,87798,7.75
11,1,224,3,2,2,23,261583,130791.5,11.5
11,1,227,1,1,1,3,62840,62840,3
11,1,227,2,5,5,41,519137,103827.4,8.2
11,1,227,3,2,2,13,214145,107072.5,6.5
11,1,227,4,1,1,12,386057,386057,12
11,1,228,1,1,1,2,77446,77446,2
11,1,228,2,4,4,17,249836,62459,4.25
11,1,229,1,1,1,8,188320,188320,8
11,1,229,2,1,1,2,45765,45765,2
11,1,229,3,3,3,32,394997,131665.6667,10.67
11,1,229,4,2,2,13,313500,156750,6.5
11,1,230,1,2,2,6,128271,64135.5,3
11,1,230,2,9,9,99,1034932,114992.4444,11
11,1,230,3,15,15,157,2036716,135781.0667,10.47
11,1,230,4,8,8,110,1944218,243027.25,13.75
11,1,231,1,8,8,34,624298,78037.25,4.25
11,1,231,2,14,14,74,1242065,88718.9286,5.29
11,1,231,3,10,10,95,1229835,122983.5,9.5
11,1,231,4,4,4,38,664835,166208.75,9.5
11,1,233,2,5,5,24,298533,59706.6,4.8
11,1,233,4,1,1,11,123731,123731,11
11,1,234,2,1,1,11,133192,133192,11
11,1,240,2,3,3,15,153313,51104.3333,5
11,1,240,3,8,8,36,359227,44903.375,4.5
11,1,240,4,2,2,44,289953,144976.5,22
11,1,241,1,1,1,3,37305,37305,3
11,1,241,2,12,12,41,392769,32730.75,3.42
11,1,241,3,16,16,65,779980,48748.75,4.06
11,1,241,4,7,7,29,472223,67460.4286,4.14
11,1,242,2,1,1,3,31047,31047,3
11,1,242,3,6,6,20,297558,49593,3.33
11,1,242,4,2,2,17,109414,54707,8.5
11,1,243,3,5,5,43,304477,60895.4,8.6
11,1,244,1,6,6,16,119647,19941.1667,2.67
11,1,244,2,15,15,72,585365,39024.3333,4.8
11,1,244,3,16,16,78,704683,44042.6875,4.88
11,1,244,4,1,1,5,35341,35341,5
11,1,245,1,1,1,3,17987,17987,3
11,1,245,2,3,3,8,58180,19393.3333,2.67
11,1,245,3,3,3,17,144133,48044.3333,5.67
11,1,246,2,2,2,6,68185,34092.5,3
11,1,246,3,5,5,34,384590,76918,6.8
11,1,246,4,3,3,19,173164,57721.3333,6.33
11,1,247,1,9,9,36,206135,22903.8889,4
11,1,247,2,33,33,141,968051,29334.8788,4.27
11,1,247,3,17,17,112,778422,45789.5294,6.59
11,1,247,4,4,4,17,251468,62867,4.25
11,1,248,2,6,6,40,281201,46866.8333,6.67
11,1,248,3,9,9,37,281457,31273,4.11
11,1,248,4,1,1,3,30360,30360,3
11,1,249,1,4,4,12,114861,28715.25,3
11,1,249,2,15,15,59,442700,29513.3333,3.93
11,1,249,3,10,10,36,288642,28864.2,3.6
11,1,251,1,1,1,5,20640,20640,5
11,1,251,2,1,1,1,10041,10041,1
11,1,251,3,1,1,5,31304,31304,5
11,1,252,2,1,1,4,62919,62919,4
11,1,252,3,3,3,10,129595,43198.3333,3.33
11,1,252,4,1,1,8,66420,66420,8
11,1,253,1,1,1,3,36473,36473,3
11,1,253,2,15,15,60,793934,52928.9333,4
